id	subject	school	theme	argument	exhisting	article	average_daily_visit	Visite da 1/7/2015 al 31/05/2020	Media visite giornaliere 2019	size	notes	images	incipit_size	incipit_on_size	issues	Fonte necessaria	Chiarire	discussion_size	year	references	first_edit	days
3165	Storia	Superiori	XX-XXI secolo	Il fascismo	1	Fascismo	1384	2487411	1474	145587	129	11	8115	5.57	0	4	0	63492	???	76	???	#VALUE!
222	Chimica	Superiori	Sistemi, miscele, sostanze		1	Fase (chimica)	58	104528	55	4085	1	2	1067	26.12	0	0	0	1767	2	0	2004-10-29	5694
2307	Scienze della Terra	Superiori	La Terra e la sua Luna		1	Fasi lunari	524	940784	495	8646	3	4	597	6.90	0	0	0	4443	2	2	2006-11-21	4941
699	Diritto e Economia	Superiori	I soggetti economici		1	Fattore produttivo	79	142753	73	5113	0	0	454	8.88	1	1	0	833	2.1	0	2005-11-29	5298
2500	Scienze	Medie	Corpo umano		1	Fattore Rh	306	550025	309	6056	3	0	726	11.99	1	0	0	92	1	1	2006-02-17	5218
174	Biologia	Superiori	Ecologia		1	Fattori ambientali	59	106311	54	3178	0	0	300	9.44	1	0	0	38	2	0	2006-05-15	5131
3808	Matematica	Superiori	Calcolo combinatorio	Calcolo combinatiorio	1	Fattoriale	216	388926	218	8767	1	0	751	8.57	0	0	0	4445	???	2	???	#VALUE!
3634	Matematica	Medie	Aritmetica	Decimali&frazioni	1	Fattorizzazione	62	112300	64	5196	0	1	734	14.13	1	0	0	9021	1.1	1	2002-06-18	6558
1117	Geografia		Geografia fisica	Fauna	1	Fauna	85	152537	72	3183	0	1	271	8.51	0	0	0	2003-09-17	???	0	2003-09-17	6102
3514	Storia dell'arte	Superiori	Il primo Novecento		1	Fausto Melotti	23	40769	25	9017	6	1	1	0.01	0	0	0	46	???	11	2008-05-09	4406
2564	Scienze	Medie	Riproduzione		1	Fecondazione	128	229894	119	11446	6	2	344	3.01	0	0	0	4862	1	1	2006-11-29	4933
2823	Storia	Superiori	Basso medioevo	Federico I Barbarossa	1	Federico_Barbarossa	568	1021175	555	69059	40	14	146	0.21	0	0	0	4852	???	30	???	#VALUE!
2072	Letteratura italiana	Superiori	Secondo Ottocento	Naturalismo&Verismo	1	Federico_De_Roberto	67	119803	70	27022	4	7	3	0.01	2	0	0	5363	2.4	24	2005-05-10	5501
2839	Storia	Superiori	Basso medioevo	Federico II	1	Federico_II_di_Svevia	1218	2188652	1253	141061	102	38	2890	2.05	0	1	0	64909	???	28	???	#VALUE!
108	Biologia	Superiori	Corpo umano	Apparato digerente e digestione	1	Fegato	662	1189738	626	52827	7	15	822	1.56	0	0	0	2060	2	8	2006-11-21	4941
1381	Grammatica italiana		Sostantivo	Genere dei sostantivi	1	Femminile	9	16654	9	973	0	0	594	61.05	1	0	0	1264	???	0	2007-09-15	4643
3107	Storia	Superiori	XX-XXI secolo	Rivoluzione femminile	1	Femminismo	405	727387	404	143015	115	36	1782	1.25	2	0	1	147668	???	60	???	#VALUE!
3300	Storia	Superiori	XX-XXI secolo	Movimento per la liberazione della donna	1	Femminismo_in_Italia	19	33294	30	23642	25	11	1317	5.57	0	0	0	3526	???	10	???	#VALUE!
2667	Storia	Superiori	Antichità	I fenici	1	Fenici	489	879020	477	55217	10	16	2340	4.24	1	0	0	15229	???	11	???	#VALUE!
380	Chimica	Superiori	Dai gruppi funzionali ai polimeri		1	Fenoli	117	211056	122	13620	2	16	1608	11.81	0	0	0	464	2	3	2005-05-06	5505
935	Filosofia	Superiori	Novecento		1	Fenomenologia	155	279175	146	26482	12	2	1019	3.85	0	0	0	4477	???	27	2004-03-29	5908
68	Biologia	Superiori	Genetica		1	Fenotipo	189	339355	164	14850	0	4	922	6.21	1	0	0	2666	2	12	2005-07-11	5439
2909	Storia	Superiori	XVI-XVII secolo		1	Ferdinando_I_d'Asburgo	105	188105	131	41147	23	18	851	2.07	0	0	0	2040	???	17	???	#VALUE!
2888	Storia	Superiori	XVI-XVII secolo	Ferdinando Magellano	1	Ferdinando_Magellano	317	570036	333	15004	2	6	746	4.97	1	0	0	5077	???	5	???	#VALUE!
37	Biologia	Superiori	Cellula		1	Fermentazione	267	480352	232	19292	1	1	1520	7.88	1	0	1	1946	2	0	2004-05-18	5858
2566	Scienze	Medie	Riproduzione		1	Feto	60	107917	69	27762	37	4	497	1.79	0	0	0	11932	1	19	2006-11-22	4940
2776	Storia	Superiori	Alto medioevo	La nascita del feudalesimo	1	Feudalesimo	432	777123	419	34287	17	2	1251	3.65	1	0	0	55895	???	8	???	#VALUE!
2778	Storia	Superiori	Alto medioevo	La nascita del feudo	1	Feudo	101	182041	93	14523	5	0	602	4.15	1	0	0	36	???	9	???	#VALUE!
3371	Storia dell'arte	Superiori	Arte greca		1	Fidia	147	263722	155	11600	16	2	1357	11.70	0	0	0	2540	???	4	2004-08-13	5771
2300	Scienze della Terra	Superiori	La Terra e la sua Luna		1	Figura della Terra	41	73581	43	20039	5	1	2748	13.71	0	0	0	1101	2	4	2012-08-03	2859
1676	Informatica	Superiori	Sistema operativo e software		1	File	142	255231	144	15687	5	1	753	4.80	0	0	0	8771	2	2	2004-03-06	5931
1674	Informatica	Superiori	Sistema operativo e software		1	File system	154	277314	144	13471	1	3	564	4.19	1	0	0	1140	2	0	2004-06-09	5836
1308	Geografia		Asia	Filippine	1	Filippine	611	1098720	560	81483	86	15	6441	7.90	0	1	0	16794	???	9	2004-08-22	5762
3417	Storia dell'arte	Superiori	Il Quattrocento		1	Filippo Brunelleschi	425	763961	398	93951	65	45	2663	2.83	0	0	0	6776	???	30	2004-02-19	5947
859	Filosofia	Superiori	Umanesimo, rinascimento e rifoma		1	Filippo Melantone	35	62914	32	19523	1	8	688	3.52	0	0	0	39	???	43	2005-01-01	5630
2908	Storia	Superiori	XVI-XVII secolo	Divisione dell'Impero fra Austria e Spagna	1	Filippo_II_di_Spagna	399	716987	445	81911	60	49	3	0.00	0	0	0	4787	???	0	???	#VALUE!
2856	Storia	Superiori	Basso medioevo	Filippo Maria Visconti	1	Filippo_Maria_Visconti	63	113605	64	19699	2	4	164	0.83	1	0	0	1137	???	4	???	#VALUE!
2123	Letteratura italiana	Superiori	Primo novecento	Futurismo	1	Filippo_Tommaso_Marinetti	407	730966	538	47512	13	24	142	0.30	0	0	0	21869	2.5	19	2004-04-22	5884
810	Filosofia	Superiori	Filosofia latina		1	Filosofia latina	18	31470	15	17150	3	4	331	1.93	0	0	0	39	???	4	2007-04-09	4802
827	Filosofia	Superiori	Filosofia nell'età medievale		1	Filosofia medievale	59	106186	46	46159	27	20	1240	2.69	0	0	0	2641	???	19	2004-03-29	5908
1887	Letteratura italiana	Superiori	Secolo XIV	Boccaccio	1	Filostrato (Boccaccio)	2	3507	1	3507	2	1	2188	62.39	1	0	0	50	???	0	???	#VALUE!
3214	Storia	Superiori	XX-XXI secolo	Fine della guerra in Europa	1	Fine_della_seconda_guerra_mondiale_in_Europa	148	266751	152	18851	16	3	487	2.58	0	0	0	2538	???	0	???	#VALUE!
2429	Scienze	Medie	Essere vivente		1	Fiore	276	495930	204	11195	1	5	1811	16.18	0	0	0	4790	1	0	2005-04-22	5519
1724	Informatica	Superiori	Reti e internet		1	Firma digitale	197	353386	171	47565	12	0	824	1.73	2	0	0	8538	2	0	2004-05-08	5868
1723	Informatica	Superiori	Reti e internet		1	Firma elettronica	52	92936	50	12803	1	0	533	4.16	2	0	0	2689	2	0	2007-12-04	4563
1670	Informatica	Superiori	Hardware		1	Firmware	220	394634	156	4271	1	0	408	9.55	1	0	0	521	2	0	2003-02-28	6303
796	Filosofia	Superiori	Filosofia nella Grecia classica		1	Fisica aristotelica	35	63382	32	19847	20	3	1091	5.50	0	0	0	79	???	4	2008-06-21	4363
1112	Geografia		Geografia fisica	Fiume	1	Fiume	349	627076	288	11839	2	8	677	5.72	2	0	0	2006-11-21	???	3	2006-11-21	4941
732	Diritto e Economia	Superiori	Mercato del lavoro		1	Flessibilità lavorativa	56	101450	54	14407	1	0	305	2.12	0	0	0	4933	2.1	0	2006-11-26	4936
1116	Geografia		Geografia fisica	Flora	1	Flora	82	147124	68	2523	0	1	1573	62.35	0	0	0	2005-11-23	???	3	2005-11-23	5304
1071	Fisica	Superiori	Grandezze e caratteristiche di un fluido		1	Fluido	73	131526	66	5007	2	1	473	9.45	0	0	0	721	???	3	2004-10-04	5719
1070	Fisica	Superiori	Grandezze e caratteristiche di un fluido		1	Fluidodinamica	87	155811	75	12081	0	15	595	4.93	0	0	0	36	???	1	2004-08-04	5780
1072	Fisica	Superiori	Grandezze e caratteristiche di un fluido		1	Flusso	119	213574	123	13422	3	2	947	7.06	0	0	0	6297	???	8	2004-08-28	5756
2381	Scienze della Terra	Superiori	Processo metamorfico e rocce metamorfiche		1	Flysh	0	346	0	19	0	0	16	84.21	0	0	0	0	2	0	2007-11-20	4577
2428	Scienze	Medie	Essere vivente		1	Foglia	244	438761	214	12045	0	6	539	4.47	1	0	0	3272	1	0	2005-05-22	5489
1612	Informatica	Medie	Competenze digitali con il PC		1	Foglio elettronico	76	136139	69	7648	2	5	396	5.18	0	0	0	1184	0	0	2005-04-07	5534
3269	Storia	Superiori	XX-XXI secolo	Fondamentalismo	1	Fondamentalismo_islamico	115	206548	84	12992	3	1	1123	8.64	1	0	0	65591	???	11	???	#VALUE!
2704	Storia	Superiori	Roma	Le origini di Roma	1	Fondazione_di_Roma	441	792025	424	49016	50	12	1927	3.93	0	1	0	5258	???	3	???	#VALUE!
431	Cittadinanza e costituzione	Medie	Terzo anno		1	Fondo delle Nazioni Unite per l'infanzia	180	324349	193	8786	15	2	1240	14.11	0	0	0	1639	1.3	2	2005-02-01	5599
540	Cittadinanza e costituzione	Superiori	Organizzazioni internazionali		1	Fondo Monetario Internazionale	182	327862	290	35364	17	15	804	2.27	0	1	0	27577	0	4	2004-12-22	5640
567	Diritto e Economia	Superiori	La società e ordinamento giuridico		1	Fonte del diritto	347	623824	336	39655	6	0	229	0.58	1	0	0	3082	0	8	2004-11-22	5670
568	Diritto e Economia	Superiori	La società e ordinamento giuridico		1	Fonte di produzione	39	69590	33	3161	1	0	303	9.59	0	0	0	231	2.1	10	2009-10-15	3882
2617	Storia	Elementari	Seconda elementare	Le fonti materiali	0	Fonte materiale	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	2	???	#VALUE!
2615	Storia	Elementari	Seconda elementare	Le fonti visive	0	Fonte visiva	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
2618	Storia	Elementari	Seconda elementare	Le fonti scritte	1	Fonte_(storiografia)	80	143766	72	22874	24	5	1882	8.23	0	0	0	1135	0.2	2	???	#VALUE!
2619	Storia	Elementari	Seconda elementare		1	Fonte_primaria	46	82234	46	21106	14	0	3118	14.77	1	0	0	6564	???	0	???	#VALUE!
668	Diritto e Economia	Superiori	Le istituzioni locali, europee e internazionali		1	Fonti del diritto dell'Unione europea	61	110127	99	29341	0	0	366	1.25	0	0	0	49	2.1	0	2006-12-21	4911
569	Diritto e Economia	Superiori	La società e ordinamento giuridico		1	Fonti di cognizione	33	58960	28	1976	2	0	1613	81.63	1	0	0	49	2.1	1	2009-06-21	3998
2549	Scienze	Medie	Energia		1	Fonti di energia rinnovabile	94	169050	136	92046	72	16	622	0.68	1	2	0	52487	1.3	8	2005-02-11	5589
437	Cittadinanza e costituzione	Medie	Terzo anno		1	Fonti energetiche	30	54305	36	58377	34	12	371	0.64	0	0	0	59521	1.3	3	2006-01-22	5244
3104	Storia	Superiori	XX-XXI secolo	Fordismo	1	Fordismo	132	237285	128	30158	9	5	1285	4.26	1	0	0	2434	???	22	???	#VALUE!
176	Biologia	Superiori	Ecologia		1	Foresta pluviale	150	269629	150	3199	1	2	279	8.72	0	0	0	68	2	3	2003-12-02	6026
177	Biologia	Superiori	Ecologia		1	Foresta pluviale tropicale	224	402878	221	18612	19	3	2247	12.07	0	1	0	12764	2	0	2006-12-04	4928
181	Biologia	Superiori	Ecologia		1	Foresta temperata	78	140936	80	3814	2	2	664	17.41	1	0	0	2223	2	0	2007-05-22	4759
1281	Geografia		Africa	Foresta pluviale bacino del Congo	1	Foresta_del_Congo	15	26828	25	11422	8	3	1138	9.96	0	0	0	0	???	1	2017-01-11	1237
1102	Geografia		Geografia fisica	Foresta mediterranea	1	Foresta_mediterranea_decidua	8	14140	7	5259	0	17	532	10.12	0	0	0	2006-09-11	???	3	2006-09-11	5012
1101	Geografia		Geografia fisica	Foresta mediterranea	1	Foresta_mediterranea_sempreverde	30	53100	25	14287	0	28	257	1.80	0	1	0	2006-08-31	???	0	2006-08-31	5023
183	Biologia	Superiori	Ecologia		1	Foreste di conifere temperate	28	50281	42	12869	2	6	914	7.10	0	0	0	1191	2	1	2017-01-08	1240
464	Cittadinanza e costituzione	Superiori	Stato e Costituzione		1	Forma di governo	325	583250	272	16078	2	1	527	3.28	0	0	0	3577	0	0	2004-03-14	5923
463	Cittadinanza e costituzione	Superiori	Stato e Costituzione		1	Forma di Stato	135	242757	114	6282	1	1	666	10.60	1	0	0	1753	0	0	2006-12-10	4922
3816	Matematica	Superiori	Studio di funzioni	Limiti	1	Forma_indeterminata	52	93326	33	7990	2	0	3378	42.28	0	0	0	2839	2.5	0	2004-09-05	5748
2345	Scienze della Terra	Superiori	Formazione della Terra, crosta terrestre e rimodellamento		1	Formazione della Terra	80	144543	99	5247	0	1	4850	92.43	1	0	0	49	2	0	2007-05-19	4762
252	Chimica	Superiori	Quantitò chimica		1	Formula chimica	137	247083	118	7203	0	3	261	3.62	1	0	0	2616	2	0	2004-04-28	5878
3783	Matematica	Superiori	Trigonometria	Formule trigonometriche	0	Formule di addizione	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	???	0	???	#VALUE!
3785	Matematica	Superiori	Trigonometria	Formule trigonometriche	1	Formule_di_bisezione	1	1808	1	57	0	0	54	94.74	0	0	0	0	2.4	0	2007-03-02	4840
3784	Matematica	Superiori	Trigonometria	Formule trigonometriche	1	Formule_di_duplicazione	62	112056	64	1796	0	0	435	24.22	1	0	0	1222	2.4	0	2008-02-07	4498
3786	Matematica	Superiori	Trigonometria	Formule trigonometriche	1	Formule_di_prostaferesi	102	182404	61	8839	1	0	970	10.97	0	0	0	1662	2.4	1	2006-08-29	5025
3787	Matematica	Superiori	Trigonometria	Formule trigonometriche	1	Formule_di_Werner	53	95804	38	4808	1	0	1441	29.97	0	0	0	40	2.4	0	2006-09-01	5022
1710	Informatica	Superiori	Reti e internet		1	Forum (Internet)	76	137279	63	13828	1	0	1391	10.06	1	0	0	3544	2	0	2005-02-05	5595
983	Fisica	Superiori	Vettori e forze		1	Forza	313	561694	239	17223	4	5	1414	8.21	0	0	0	3632	???	1	2004-01-06	5991
1022	Fisica	Superiori	I moti nel piano		1	Forza centrifuga	200	359531	173	8952	0	1	658	7.35	0	0	0	2340	???	0	2005-06-29	5451
1021	Fisica	Superiori	I moti nel piano		1	Forza centripeta	149	267419	111	5656	5	1	1559	27.56	0	0	0	198	???	10	2005-01-04	5627
1039	Fisica	Superiori	Il lavoro e l'energia		1	Forza conservativa	82	147570	70	4928	0	0	1868	37.91	0	0	0	1063	???	2	2003-08-29	6121
1046	Fisica	Superiori	Il lavoro e l'energia		1	Forza dissipativa	15	27794	14	489	0	0	415	84.87	1	0	0	36	???	0	2009-03-30	4081
987	Fisica	Superiori	Vettori e forze		1	Forza elastica	102	182665	63	6782	9	0	2067	30.48	0	0	0	36	???	12	2008-07-02	4352
984	Fisica	Superiori	Vettori e forze		1	Forza peso	225	403621	199	7385	6	2	564	7.64	0	0	0	42080	???	0	2004-12-24	5638
33	Biologia	Superiori	Cellula		1	Fosforilazione ossidativa	212	380374	207	11035	0	0	1011	9.16	0	0	0	1386	2	3	2005-06-16	5464
2380	Scienze della Terra	Superiori	Processo metamorfico e rocce metamorfiche		1	Fossile	160	287633	158	25034	8	17	1007	4.02	1	0	0	8678	0.3	6	2005-01-26	5605
2626	Storia	Elementari	Terza elementare	La fossilizzazione	1	Fossilizzazione	37	66573	40	10872	0	3	327	3.01	1	0	0	36	0.3	0	???	#VALUE!
975	Fisica	Superiori	La luce		1	Fotocamera	183	328842	179	82224	89	40	1584	1.93	0	0	0	28855	???	15	2005-02-17	5583
3551	Tecnologia	Elementari	Tecnologia	(La macchina fotografica digitale)	1	Fotocamera digitale	79	142821	64	38939	6	45	686	1.76	0	0	0	3841	0	0	2005-09-08	5380
36	Biologia	Superiori	Cellula		1	Fotosintesi	22	40331	22	38	0	0	35	92.11	0	0	0	0	2	0	2004-01-15	5982
2368	Scienze della Terra	Superiori	Processo sedimentario e rocce sedimentarie		1	Frana	74	132491	67	27585	3	9	2288	8.29	0	0	0	4043	2	6	2005-06-07	5473
867	Filosofia	Superiori	Tra cinquecente e seicento		1	Francesco Bacone	220	395015	209	30162	14	6	228	0.76	0	0	0	10495	???	19	2004-04-04	5902
3461	Storia dell'arte	Superiori	Il Seicento		1	Francesco Borromini	208	373318	192	27730	18	26	143	0.52	0	0	0	20051	???	34	2004-07-31	5784
1943	Letteratura italiana	Superiori	XVI Secolo	Francesco Guicciardini	1	Francesco Guicciardini	127	228477	119	26978	6	6	0	0.00	1	0	0	1754	2.3	7	???	#VALUE!
3481	Storia dell'arte	Superiori	L'Ottocento		1	Francesco Hayez	266	478682	243	58363	33	24	1240	2.12	0	0	0	4479	???	13	2005-12-30	5267
1932	Letteratura italiana	Superiori	XVI Secolo	Autori minori	1	Francesco_Berni	17	30611	16	20721	16	1	68	0.33	0	0	0	50	2.3	2	2007-01-21	4880
3067	Storia	Superiori	XVIII-XIX secolo	Governo Crispi	1	Francesco_Crispi	299	536437	321	112784	169	62	1690	1.50	0	0	0	15496	???	0	???	#VALUE!
2094	Letteratura italiana	Superiori	Secondo Ottocento	Autori minori	1	Francesco_De_Sanctis	99	177940	94	37806	6	2	113	0.30	1	0	0	1776	2.4	10	2005-01-21	5610
1869	Letteratura italiana	Superiori	Secolo XIV	Autori minori	1	Francesco_Landini	16	29313	14	12923	10	2	217	1.68	0	3	0	744	2.3	5	2006-10-21	4972
1225	Geografia		Europa	Francia	1	Francia	2140	3846359	2038	157209	94	43	7384	4.70	0	0	0	32718	???	1	2003-10-30	6059
2847	Storia	Superiori	Basso medioevo	La monarchia nazionale francese	1	Francia_medievale	50	90256	59	16349	0	11	3546	21.69	0	0	0	36	???	12	???	#VALUE!
3534	Storia dell'arte	Superiori	Arte contemporanea		1	Francis Bacon (pittore)	138	248635	134	10147	3	2	1	0.01	0	0	0	3573	???	1	2006-03-23	5184
3472	Storia dell'arte	Superiori	L'Ottocento		1	Francisco Goya	360	647617	355	41716	34	11	1	0.00	0	0	0	21337	???	8	2007-07-15	4705
1872	Letteratura italiana	Superiori	Secolo XIV	Franco Sacchetti	1	Franco Sacchetti	17	30924	16	10979	2	1	125	1.14	0	0	0	3878	2.3	0	???	#VALUE!
2222	Letteratura italiana	Superiori	Anni 60-65	Autori minori	1	Franco_Fortini	64	114718	64	84336	6	1	131	0.16	1	0	0	4317	2.5	14	2005-09-21	5367
2244	Letteratura italiana	Superiori	Dagli anni 80 in poi	Autori vari	1	Franco_Scataglini	3	5152	3	3993	3	0	1	0.03	0	0	0	1270	2.5	8	2006-11-16	4946
3523	Storia dell'arte	Superiori	Il primo Novecento		1	Frank Lloyd Wright	233	418989	208	26276	6	9	2454	9.34	3	1	0	10565	???	12	2005-01-13	5618
922	Filosofia	Superiori	Filosofia tra ottocento e novecento		1	Franz Brentano	30	53791	30	16745	5	1	1	0.01	0	0	0	1422	???	6	2004-03-16	5921
1472	Grammatica italiana		Analisi logica	La frase	1	Frase	42	74629	34	7894	6	3	1706	21.61	0	0	0	0	0.4	4	2005-07-13	5437
1474	Grammatica italiana		Analisi logica	La frase	1	Frase nucleare	6	10042	8	1298	1	0	1039	80.05	1	0	0	0	???	0	???	#VALUE!
3630	Matematica	Medie	Aritmetica	Decimali&frazioni	1	Frazione_(matematica)	265	476964	203	20007	4	3	746	3.73	0	0	0	40	1.1	1	2005-10-12	5346
3711	Matematica	Superiori	Algebra	Polinomi	1	Frazione_algebrica	16	29182	18	1798	0	0	1572	87.43	1	0	0	40	2.1	0	2008-09-26	4266
911	Filosofia	Superiori	Tra settecento e ottocento		1	Friedrich Nietzsche	1009	1813714	868	163600	106	27	3610	2.21	0	0	0	75432	???	92	2004-01-01	5996
902	Filosofia	Superiori	Tra settecento e ottocento		1	Friedrich Schelling	91	164065	83	49651	19	7	2	0.00	0	0	0	5212	???	3	2004-03-28	5909
1174	Geografia		Penisola italiana	Friuli-Venezia Giulia	1	Friuli-Venezia_Giulia	1009	1812806	957	121229	56	112	6054	4.99	2	1	0	170638	???	0	2003-02-27	6304
3131	Storia	Superiori	XX-XXI secolo	il 1914, dalla guerra lampo alle trincee	1	Fronte_occidentale_(1914-1918)	106	190145	107	130472	150	40	3403	2.61	0	0	0	8299	???	17	???	#VALUE!
3210	Storia	Superiori	XX-XXI secolo	Invasione della Russia	1	Fronte_orientale_(1941-1945)	243	436011	217	82549	48	15	4316	5.23	1	0	0	6050	???	22	???	#VALUE!
2430	Scienze	Medie	Essere vivente		1	Frutto	172	308323	160	12260	0	7	1142	9.31	0	0	0	2509	1	0	2003-11-27	6031
2995	Storia	Superiori	XVIII-XIX secolo	la fuga del re a Varennes	1	Fuga a Varennes	37	65849	40	49626	13	8	823	1.66	1	0	1	2132	???	27	???	#VALUE!
90	Biologia	Superiori	Microrganismi		1	Fungi	494	888404	432	34564	13	13	1465	4.24	0	0	0	5384	2	7	2004-07-23	5792
273	Chimica	Superiori	Elettronica degli atomi		1	Funzione d'onda	89	159223	91	16680	0	0	1047	6.28	0	0	0	445	2	0	2005-07-12	5438
1800	Informatica	Superiori	Informatica applicata alla matematica		1	Funzione di hash	10	17488	12	13679	23	1	544	3.98	0	0	0	6750	2	2	2004-03-25	5912
339	Chimica	Superiori	Termodinamica		1	Funzione di stato	79	142423	75	16914	1	0	1541	9.11	2	0	0	1552	2	0	2005-09-16	5372
3699	Matematica	Superiori	Insiemi e logica	Relazioni	1	Funzione_(matematica)	396	710826	347	19196	5	1	644	3.35	0	0	0	16356	2.1	8	2003-04-12	6260
3700	Matematica	Superiori	Insiemi e logica	Relazioni	1	Funzione_algebrica	11	19842	12	5126	0	0	2206	43.04	0	0	0	40	2.1	2	2008-04-24	4421
3759	Matematica	Superiori	Funzioni	Tipi di funzione	1	Funzione_composta	3	5209	1	38	0	0	35	92.11	0	0	0	0	2.3	0	2005-10-31	5327
3821	Matematica	Superiori	Studio di funzioni	Funzioni continue	1	Funzione_continua	126	227066	112	28154	9	9	1305	4.64	0	0	0	3440	2.5	7	2004-02-17	5949
3797	Matematica	Superiori	Funzioni	Funzione esponenziale	1	Funzione_esponenziale	209	375083	170	23512	9	4	1104	4.70	0	0	0	7802	2.4	1	2005-06-22	5458
3756	Matematica	Superiori	Funzioni	Tipi di funzione	1	Funzione_iniettiva	172	308429	165	10886	7	4	731	6.72	0	0	0	7639	2.3	5	2005-02-13	5587
3758	Matematica	Superiori	Funzioni	Tipi di funzione	1	Funzione_inversa	68	122057	56	14966	0	6	939	6.27	1	0	0	40	2.3	0	2005-11-28	5299
3760	Matematica	Superiori	Funzioni	Tipi di funzione	1	Funzione_monotona	96	173075	85	11904	0	2	679	5.70	1	0	0	2133	2.3	0	2005-12-20	5277
3771	Matematica	Superiori	Funzioni	Funzioni quadratiche	1	Funzione_quadratica	13	24147	22	12828	3	6	1874	14.61	0	0	0	4053	2.3	1	2010-10-21	3511
3755	Matematica	Superiori	Funzioni	Tipi di funzione	1	Funzione_suriettiva	135	241955	137	5201	0	1	432	8.31	1	0	0	2954	2.3	0	2005-09-04	5384
3779	Matematica	Superiori	Trigonometria	Funzioni base	1	Funzione_trigonometrica	161	289781	139	39505	3	11	3165	8.01	0	0	0	3585	2.4	10	2004-06-27	5818
3043	Storia	Superiori	XVIII-XIX secolo	Ammodernamento dello Stato	1	Fusione_perfetta_del_1847	20	36160	23	25897	47	3	879	3.39	0	0	0	34133	???	14	???	#VALUE!
1123	Geografia		Geografia fisica	Fusi orari	1	Fuso_orario	785	1411245	731	23549	7	3	1496	6.35	0	0	0	2004-02-15	???	0	2004-02-15	5951
2427	Scienze	Medie	Essere vivente		1	Fusto	119	213569	93	15388	0	2	905	5.88	1	1	0	37	1	0	2003-07-27	6154
3503	Storia dell'arte	Superiori	Il primo Novecento		1	Futurismo	843	1514560	738	65230	20	14	773	1.19	1	1	0	49256	2.5	32	2004-02-29	5937
2607	Storia	Elementari	Seconda elementare		1	Futuro	37	65679	31	3202	0	0	532	16.61	1	0	0	36	0.2	0	???	#VALUE!
1435	Grammatica italiana		Verbo	Tempi verbali	1	Futuro_anteriore	75	134619	59	5776	0	0	309	5.35	0	0	0	0	???	2	2006-12-17	4915
1431	Grammatica italiana		Verbo	Tempi verbali	1	Futuro_semplice	46	82634	33	17259	7	0	582	3.37	0	0	0	846	???	5	2006-12-18	4914
2109	Letteratura italiana	Superiori	Primo novecento	Gabriele D'Annunzio	1	Gabriele D'Annunzio	1830	3288787	1974	214339	130	96	2765	1.29	0	1	0	8174	???	106	???	#VALUE!
2724	Storia	Superiori	Roma	Giulio Cesare	1	Gaio_Giulio_Cesare	1443	2592174	1386	165607	233	57	4197	2.53	0	0	0	48336	???	60	???	#VALUE!
2278	Letteratura latina	Superiori	III - II sec. a.Ch.n.	La satira latina	1	Gaio_Lucilio	44	79608	43	8520	9	1	135	1.58	0	0	2	2118	2.3	2	2006-03-25	5182
2288	Scienze della Terra	Superiori	L'universo		1	Galassia	324	581729	314	98713	110	36	4213	4.27	0	0	0	12623	2	18	2003-11-05	6053
2954	Fisica	Superiori	XVI-XVII secolo	Galileo Galilei	1	Galileo_Galilei	1633	2933840	1497	181138	211	37	8196	4.52	0	0	0	290667	???	13	???	#VALUE!
1001	Fisica	Superiori	Equilibrio dei fluidi		1	Galleggiante (fisica)	4	7464	6	986	0	0	788	79.92	1	0	0	36	???	0	2008-03-06	4470
256	Chimica	Superiori	Leggi dei gas		1	Gas	138	248749	134	16173	12	1	1262	7.80	0	0	0	2424	???	14	2005-04-24	5517
